,Filename,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Largest Included Sphere,Largest Free Sphere,Included Sphere Along Free Sphere Path
2069,huqhuy_P1_H,6656.62,1901.52,3033.75,12.11698,9.08074,12.1135
2070,huqjag_P1,5895.8,1994.9,2607.99,10.18863,7.63375,10.18077
2071,huqvoh_P1,871.189,1714.22,1326.82,6.04231,3.73653,5.81582
2072,hurfeh_P1,1655.84,2189.19,2131.27,7.40163,5.27423,7.39913
2073,hurgeh_P1,1293.3,2487.09,2385.68,6.54682,4.3575,6.54682
2074,hurgor_P1_charged,1693.25,2100.05,2240.79,6.43339,4.71958,6.43138
2076,husjuc_P1,235.199,1141.21,688.619,4.88785,4.27239,4.88631
2077,hutgip_P1,167.262,1146.34,818.305,5.88564,5.62436,5.88166
2078,huthem_P1,161.372,1136.55,789.492,5.79237,5.53162,5.79237
2079,huttia_P1,636.173,1101.82,854.025,4.9074,2.94135,4.90371
2080,hutzax01_P1,350.679,775.063,547.217,5.14319,3.92845,5.13822
2082,huvgaj_P1,217.489,1284.29,1020.85,6.21826,5.82966,6.21712
2084,huvhox_P1_charged_H,368.074,1483.25,995.003,5.48842,3.66587,5.4704
2085,huvkob_P1,221.736,1323.4,1040.78,6.32841,5.7613,6.32018
2086,huwhoy_P1_H,541.611,1384.83,1061.47,5.3584,3.72634,4.98735
2087,huwlui_P1_H,380.708,2082.25,1702.45,8.3214,4.69687,8.27904
2088,huwmap_P1_charged,1247.3,2348.87,2643.98,9.5335,6.09812,9.44533
2089,huwrav_P1_charged_H,1063.16,1423.28,1199.14,7.06289,6.10146,6.9349
2090,huwrid_P1_charged_H,1105.48,1420.38,1179.63,5.86455,4.07966,5.70265
2091,huwroj_P1_charged,1136.15,1472.37,1298.01,7.40027,6.5416,7.4002
2092,huwrup_P1_charged,1146.41,1491.03,1309.73,7.02756,6.17784,6.96563
2093,huwsie_P1_charged_H,1443.76,1804.8,1628.42,5.4335,4.55289,5.33463
2094,huwsok_P1_charged,735.745,871.319,639.127,5.08704,4.41607,5.08704
2095,huybel_P1,453.88,1687.65,1359.14,4.66145,3.59364,4.66145
2097,huyjap_P1,2152.13,1681.38,1644.91,10.22191,6.45472,10.21814
2099,huyker_P1_H,4304.53,1879.19,2426.67,11.46893,7.93542,11.46893
2100,huzhiw01_P1,1836.74,1622.02,1120.59,5.48007,4.0021,5.46925
2101,huzsol_P1,1451.85,1552.34,1714.14,9.96894,8.00393,9.96894
2102,huzsur_P1_H,669.965,1459.71,1458.44,8.72135,6.45334,8.72135
2103,huzveg_P1,476.586,708.944,399.44,4.27732,3.12698,4.27732
2104,huzxad_P1,4699.74,2225.48,3402.73,11.46912,7.63045,11.46511
2105,huzxeh_P1,4494.78,2128.61,3087.71,10.51647,6.32242,10.51003
2106,huzxor_P1,4205.5,1990.63,2620.63,9.52378,4.60991,9.52378
2107,huzyae_P1_H,4269.75,2021.09,2434.51,8.43535,4.56958,8.43535
2108,ibabof01_P1,965.287,1943.07,1729.04,5.88201,4.55805,5.87359
2109,ibabof_P1,967.625,1946.45,1733.23,5.93645,4.5492,5.92942
2110,ibabul_P1,1001.67,2007.58,1794.2,5.84984,4.47904,5.79334
2111,ibacas_P1_H,983.229,1973.82,1761.18,5.8315,4.65234,5.8315
2112,ibesan_P1,186.848,953.597,693.398,4.78103,3.25679,4.70897
2114,ibicaz_P1,345.391,1206.54,1125.19,10.01099,9.82857,10.01099
2115,ibiced_P1,328.329,1145.93,934.742,10.05322,9.92373,10.05322
2116,ibicih_P1,342.04,1190.59,1114.27,9.95897,9.83298,9.95897
2117,ibicon_P1,331.365,1154.35,943.386,10.05976,9.93049,10.05976
2118,ibicut_P1,340.013,1183.48,1107.67,10.18237,10.0002,10.18237
2119,ibidaa_P1,333.479,1149.49,949.403,10.1819,10.05802,10.17193
2120,ibires_P1,1131.96,1420.3,890.348,6.08051,3.78144,6.05119
2123,ibocio_P1,300.452,1642.41,1181.86,5.04778,3.70601,4.5888
2124,ibocou_P1,303.11,1642.17,1223.27,5.11525,3.77984,4.70842
2125,ibosax_P1,250.581,1029.43,828.531,5.57925,3.63207,5.57372
2127,ibowih_P1_charged_H,554.564,864.629,669.84,5.05635,3.05906,5.03592
2128,ibozik_P1,68.4205,227.639,170.11,4.2325,2.87333,4.2325
2129,ibudoz_P1,115.966,1239.98,832.656,5.08502,4.24477,5.08409
2130,icalop_P1,996.816,2626.76,3297.89,7.4896,5.99396,7.48457
2131,icameg_P1,745.614,1135.5,996.538,8.24976,7.5688,8.24632
2132,icarah_P1,4639.36,2252.59,4202.32,14.91147,6.19533,14.91147
2133,iciteu_P1_charged_H,10979.2,1922.57,3738.45,19.81432,10.23652,19.79079
2135,icizav_P1,65.1943,861.697,444.911,3.8129,3.18904,3.8129
2137,icorav_P1_charged,151.874,1125.37,580.618,4.79883,4.21217,4.79835
2138,icowon_P1,146.597,1568.62,1128.58,5.76633,4.2449,5.76633
2140,icudix_P1_charged_H,353.491,1225.18,799.028,4.63544,3.90959,4.63544
2141,icuzit_P1,650.83,1055.57,601.991,4.522,3.75208,4.522
2142,icuzoz_P1,655.345,1042.65,546.471,4.64409,3.58338,4.64241
2143,idagur_P1_H,267.531,1450.43,1250.68,4.49475,3.63185,4.49002
2145,idecut_P1,506.992,1455.75,1290.35,7.63411,3.59481,7.63411
2147,idimiu_P1_charged,4647.83,2949.34,1987.5,7.35381,5.05026,6.79403
2148,idimoa_P1_charged,16185.4,2434.56,1784.3,14.13209,9.7168,14.10951
2149,idiwoh01_P1,313.677,2043.21,2043.87,7.67622,7.21043,7.66381
2150,idiwoh02_P1,314.544,2024.91,2049.53,7.5369,7.00392,7.53674
2151,idiwoh04_P1,316.991,2035.62,2065.47,7.60676,7.09782,7.60676
2152,idiwoh_P1,310.793,2025.84,2025.08,7.67822,7.19096,7.6718
2153,idoraw_P1_H,2332.84,1621.53,1480.86,7.47842,5.79472,7.46317
2154,idudes_P1,201.803,1270.28,996.96,4.4794,2.97646,4.42768
2155,idudiw_P1,427.821,2304.1,2106.72,4.41225,3.49442,4.39662
2156,idudoa_P1_charged,735.578,1234.32,816.726,5.50693,3.0933,5.39126
2157,idusim01_P1,130.575,870.969,565.271,4.10738,3.36122,4.10738
2158,idusim02_P1,136.416,912.95,590.556,4.09482,3.38051,4.09482
2159,idusim_P1,132.854,883.37,575.133,4.13559,3.37106,4.13559
2160,idutaf_P1,118.558,804.762,513.249,3.96734,3.30851,3.96734
2161,idutej_P1,116.169,792.69,502.905,3.92349,3.28227,3.91953
2162,idutin_P1,113.853,772.356,492.876,3.95906,3.30474,3.95906
2163,iduyox_P1_charged_H,935.388,2263.22,2981.23,11.08904,9.99308,11.08904
2164,ifagon_P1,3539.27,1971.88,2123.6,7.26408,5.9349,7.24141
2166,ifasoz_P1_H,2559.05,2132.14,2473.31,6.63712,5.3508,6.63712
2167,ifipiz_P1_H,460.362,703.292,447.185,5.46346,3.13791,5.32479
2168,ifotab_P1,918.532,880.343,647.646,4.38987,3.79566,4.30897
2170,ifunuu_P1,428.78,925.724,585.538,4.20236,3.12133,4.18914
2171,ifupac_P1,508.689,1090.15,703.544,4.18231,3.16086,4.17941
2173,iginix02_P1,327.474,1364.97,923.121,4.95205,3.68257,4.91438
2174,iginix_P1,314.174,1306.71,885.631,4.88993,3.72252,4.88473
2175,igizuw_P1_charged_H,292.623,624.723,206.038,5.80938,3.30392,5.80743
2176,iguciy_P1,404.801,846.799,511.759,4.91096,3.9591,4.91096
2178,igufoh_P1_charged_H,3263.83,778.732,802.49,12.81158,3.88005,5.52065
2180,igutub_P1,284.85,1115.97,842.846,5.90315,3.38592,5.90315
2183,iguvir01_P1,302.269,1170.63,894.387,6.10337,3.92459,6.10337
2184,iguvir_P1,283.425,1127.26,838.632,5.80337,3.48765,5.78397
2188,iheriy_P1,163.303,890.355,640.67,5.24257,3.36629,5.24257
2189,ihilui_P1,91.9775,896.924,396.354,4.70084,3.7868,4.70084
2190,ihimap01_P1_H,102.005,942.019,463.924,4.8895,3.8505,4.8895
2191,ihimap_P1,98.0606,917.394,445.984,4.73776,3.6251,4.73776
2192,ihotux_P1,265.715,1810.5,1044.23,3.92217,3.38177,3.92217
2193,ihutiq_P1,378.7,826.803,648.871,4.64256,3.74008,4.5445
2194,ijanaj_P1_H,96.781,894.198,610.434,4.15369,3.00882,3.9646
2195,ijasao01_P1,340.09,1838.63,1510.81,5.9828,3.80786,5.97926
2196,ijasao_P1,336.285,1818.06,1493.91,5.80287,4.05167,5.80287
2197,ijasoc_P1,266.074,1635.8,1357.04,5.99146,5.3462,5.99146
2201,ijisok_P1_charged,88.671,343.128,220.014,4.07469,3.10911,4.06596
2203,ijodes_P1,219.069,871.462,604.127,4.92443,3.09718,4.92443
2204,ijoqeg_P1,224.492,1101.59,655.728,4.79452,4.16096,4.79452
2206,ikatiz_P1,822.171,852.264,620.427,5.80613,3.51002,5.80389
2207,ikayau_P1_H,202.122,425.839,255.132,4.58928,2.92974,4.58226
2208,iketoi01_P1,116.394,1585.5,868.835,4.60405,3.86443,4.56996
2209,iketuo_P1,122.658,1680.27,911.805,4.57988,3.67166,4.54964
2210,ikevaw_P1,120.019,1661.49,884.385,4.57007,3.6425,4.55048
2212,ikopef_P1_charged,492.758,1998.15,1546.11,5.92208,4.34633,5.92208
2213,ikotuz_P1_H,2781.58,1587.75,1536.18,16.05073,15.64664,16.05073
2214,ikovah_P1_H,2763.48,1585.19,1522.16,16.06629,15.68836,16.05839
2215,ikoxak_P1,1623.78,1768.21,1960.81,6.97715,6.47994,6.97715
2216,ikozoz_P1,216.322,1523.49,1206.51,4.52663,3.5218,4.5173
2217,ikuhut_P1,158.984,755.302,360.348,4.37561,3.94905,4.37561
2221,ilaluf_P1,114.627,1298.77,797.974,4.26319,3.1741,4.25186
2222,ileyuw_P1,1740.61,1771.54,1420.68,9.29163,7.38443,9.28047
2223,ilifoy_P1_H,89.4736,1076.64,597.247,5.3428,3.93924,5.3428
2224,ilifue_P1_H,84.9002,1035.73,565.202,5.46522,4.08735,5.46522
2225,iligal_P1_H,84.9113,1054.11,564.288,5.23306,3.80838,5.23306
2226,iligep_P1_H,80.8571,1005.1,533.423,5.40249,4.00115,5.40249
2229,ilixej_P1,1878.43,1985.62,2225.46,10.04675,8.90087,9.69348
2230,ilixin_P1,1867.98,1990.95,2168.82,9.99935,8.84837,9.9881
2231,ilixot_P1,1886.55,1998.94,2481.34,10.01007,8.94968,9.99867
2232,ilixuz_P1,1909.96,1978.35,2244.15,10.19181,9.05824,10.17606
2233,iliyag_P1,1871.84,1990.71,2193.62,9.99636,8.84057,9.98507
2234,iliyek_P1,1879.06,1989.39,2173.87,10.03096,8.88381,9.65037
2235,iliyio_P1,1870.16,1990.14,2179.52,9.99399,8.84063,9.98282
2236,ilodar01_P1,628.695,1062.21,517.952,5.03869,3.30854,5.02639
2237,ilodar02_P1,644.724,1078.32,531.157,5.08653,3.33275,5.07701
2238,ilodar_P1,607.382,1038.15,500.393,4.98596,3.27296,4.9761
2239,ilodof01_P1,498.932,873.501,411.046,4.90384,2.98176,4.85873
2240,ilodof02_P1,510.96,884.677,420.956,4.96737,3.03794,4.95863
2241,ilodof_P1,469.378,830.231,386.698,4.83541,2.93808,4.78253
2242,ilojez_P1,158.116,652.218,469.693,4.03325,3.0985,4.0254
2245,ilosio_P1,518.876,1435.6,1057.14,8.50626,6.9689,8.50626
2246,ilosos_P1_charged,623.921,1414.03,1290.43,8.83381,3.09538,8.8253
2247,ilovox_P1,891.143,1389.44,1238.0,7.04754,5.43586,6.89814
2248,ilurep_P1_H,554.898,1068.66,780.988,4.74952,3.27552,4.74952
2249,ilurit_P1,6583.22,1839.42,2082.46,8.62855,7.73803,8.62855
2257,imixei_P1_charged,1426.67,2894.9,3585.58,7.08779,5.52784,7.07616
2258,imoxeq_P1,1166.01,1180.86,987.314,5.49935,3.99551,5.48103
2259,inaloa_P1,255.118,875.7,640.592,5.42885,4.67136,5.42885
2260,inecov_P1,579.844,1806.77,1520.01,5.22934,4.0875,5.12194
2263,inigix_P1_H,10073.6,1324.67,1395.4,9.78657,5.80849,9.78657
2265,inirii_P1_H,597.874,981.122,400.856,7.29114,6.40163,7.28691
2267,iniyem_P1,2063.42,1450.34,1320.69,8.33344,7.25988,7.69657
2268,inomij_P1,269.691,828.189,662.684,5.23969,3.64437,5.22315
2269,inuris_P1,3578.4,1204.64,944.753,5.07773,3.06936,4.57931
2270,ipanar_P1,296.957,1229.58,1029.44,5.41507,4.34898,5.35384
2271,ipaqau_P1,833.551,1052.34,593.407,6.358,5.97538,6.358
2272,ipihia_P1,581.428,1245.91,882.856,4.19682,3.6041,4.18995
2273,ipihum_P1,864.119,1692.51,1284.48,7.60684,3.97403,7.60638
2274,ipijum_P1_H,85.4877,629.504,319.489,4.34916,2.83109,4.33782
2275,ipomor_P1,566.57,1581.59,1353.84,6.60388,5.68518,6.60388
2276,ipugim_P1,1899.01,1475.13,961.193,6.08707,4.82637,5.99522
2277,ipugos_P1,1932.72,1486.29,999.5,6.00144,4.75558,5.99264
2278,ipuguy_P1,1950.56,1498.53,997.853,6.06811,4.8235,6.05721
2279,ipupiu_P1_H,8480.99,1771.08,2518.04,15.78585,6.46929,15.78585
2280,iqabej_P1,142.827,742.283,406.015,4.59598,4.04792,4.58614
2281,iqekog_P1,1175.55,1484.11,1196.96,5.37251,3.39751,5.36031
2283,iqojab_P1,1249.51,2042.67,1985.2,5.87643,3.82611,5.46204
2284,iqojef_P1,995.656,1422.28,1294.64,6.31157,3.74427,6.29287
2286,irelau_P1_H,425.919,1371.2,1004.71,4.94532,3.33732,4.9271
2287,iroroy_P1,189.355,613.481,381.508,4.31932,2.821,4.29389
2288,irosam_P1,3132.7,1976.13,1813.63,9.30596,7.45719,9.29903
2290,isacen_P1_charged,1058.08,1807.81,2239.51,9.65795,7.74468,9.22028
2291,isalog_P1,94.2067,603.284,321.503,4.48919,3.81979,4.48689
2292,isalum_P1,90.3713,585.434,306.102,4.43324,3.76971,4.41265
2293,isamat_P1,89.9602,581.264,300.571,4.44212,3.75873,4.44091
2294,isayuw_P1,191.07,1093.36,773.68,4.58181,4.29904,4.5801
2295,iselaw_P1,314.15,477.743,277.914,5.3704,3.7146,5.3704
2296,isenuq_P1,535.49,1044.43,734.209,5.57303,3.89596,5.50612
2299,isisuz_P1,124.023,833.547,536.906,4.03532,3.34055,4.03532
2301,isolio_P1_charged,13988.9,1185.78,903.696,6.7033,3.70192,6.50659
2302,isoquf_P1,339.461,608.622,469.825,4.58326,2.85966,4.56206
2305,itipos_P1,749.463,2079.5,1950.71,9.83732,8.04877,9.83732
2306,ituvoj_P1_charged,5778.08,2755.28,3691.74,8.76637,5.87332,8.76637
2308,ivarut_P1,98.368,629.101,492.834,3.98401,2.98662,3.98401
2309,ivegev_P1,1564.94,1064.5,783.862,5.22653,4.771,5.10774
2312,ivitoy_P1,300.545,1186.47,948.98,4.76065,4.15288,4.72371
2313,iviwes_P1,496.697,1247.22,959.693,5.90848,4.22086,5.90072
2314,ivocih_P1_H,221.935,1476.41,1016.47,6.49754,5.37492,6.49754
2315,ivolow_P1,78.9101,531.351,232.272,4.47526,3.8711,4.46923
2322,iwosap_P1_H,92.0687,919.014,388.213,4.67267,3.76645,4.67137
2323,ixajun_P1,491.869,2439.91,2429.96,6.09081,4.63079,6.09081
2324,ixedoe_P1_charged,1188.72,1693.94,1503.92,7.08492,3.50941,7.02986
2325,ixixul_P1_charged,834.916,2300.07,1699.95,6.42612,3.85994,5.81155
2326,ixoduv_P1,307.939,2030.18,2006.48,6.94157,6.48157,6.93493
2327,ixofeh_P1,296.397,1983.76,1931.28,7.09586,6.6744,7.09586
2328,ixofor_P1,307.229,2046.22,2001.86,6.5857,6.11142,6.57771
2329,ixofux01_P1,311.143,2030.32,2027.36,6.87089,6.40003,6.84728
2330,ixofux_P1,313.333,2044.74,2041.63,7.08772,6.60455,7.0648
2331,ixosul_P1,1291.59,1316.21,1364.32,5.93455,5.00995,5.80928
2332,ixotas_P1,322.21,624.902,596.913,4.61208,2.99141,4.61208
2334,ixuquo_P1,3367.62,921.566,762.235,5.11376,3.85007,5.0901
2335,ixurav_P1,262.602,588.452,475.504,4.6872,3.92033,4.6834
2336,ixurez_P1,687.76,1876.6,1604.77,5.49,3.73337,5.4874
2337,ixuwoo_P1,1079.25,1477.79,1373.63,6.59424,3.20645,6.58476
2341,iyakie_P1_H,2211.29,1689.93,1574.65,6.88144,4.80238,6.88144
2342,iyalur_P1_H,544.848,434.669,248.74,4.78074,3.84476,4.42233
2343,iyequa_P1,358.469,744.785,568.282,4.07083,3.14703,4.06592
2345,iyicup_P1,5778.4,2401.2,2352.74,7.48861,5.25029,6.04699
2346,iyobaa_P1,974.195,1176.5,726.015,7.41649,4.79214,7.41457
2347,iyobeg_P1,1017.94,2552.39,3318.31,10.92977,4.89028,10.92977
2348,iyobik_P1_charged,188.787,1338.56,994.183,4.62855,3.40793,4.62855
2349,iyocik_P1,2990.6,1900.91,1422.79,8.71773,6.01818,8.7094
2350,iyocoq_P1,2953.35,1888.78,1405.07,8.6676,5.83377,8.66286
2351,iyohou_P1,2842.92,1975.65,2070.57,8.43875,6.54418,8.43875
2352,iyovea01_P1,370.664,1471.82,1109.17,5.19433,4.65663,5.19433
2353,iyovea02_P1,398.748,1534.28,1193.21,5.43662,4.98817,5.43662
2354,iyovea_P1,344.625,1404.81,1031.26,4.97362,4.38686,4.97362
2355,iyuciq_P1_H,1882.61,2023.9,2194.03,9.96651,8.62113,9.96126
2358,izenos_P1_charged_H,1612.42,1524.17,1460.75,6.34343,5.48203,6.34108
2359,izenuy_P1_charged_H,1601.29,1530.4,1273.95,6.35306,5.50365,6.35276
2360,izetuf_P1_charged_H,4584.74,2037.67,2011.0,7.73201,7.45092,7.71275
2361,izewan_P1,765.646,1653.0,1775.55,8.39386,6.69011,8.3485
2362,izidig01_P1_charged,21.2685,510.584,335.475,3.59429,3.17091,3.59429
2363,izorib_P1,625.939,1374.6,1039.64,6.41522,5.70074,6.41522
2364,izujev_P1_H,130.98,775.222,475.296,3.6183,3.20174,3.6183
2365,izukiz_P1_H,517.611,1455.16,1209.33,10.48306,10.11411,10.48306
2366,izumum_P1,880.164,1670.26,1290.47,5.57908,4.64704,5.57908
2370,jacduq_P1,280.953,445.263,215.72,5.86671,4.98719,5.80889
2372,jadjoq_P1,457.852,1857.31,1511.47,4.93783,3.53334,4.93783
2373,jadmaf_P1_H,647.837,539.916,439.022,5.40649,3.68585,5.39971
2374,jadtuh_P1_charged_H,548.614,845.584,440.184,4.42056,2.89656,3.90459
2378,jahrod_P1_H,6482.09,2222.5,4775.35,11.37144,8.0434,11.07434
2379,jahyie_P1,330.467,1682.74,1517.08,6.8055,6.19081,6.8055
2380,jakqiz_P1_charged,868.978,1282.16,1047.85,6.50428,4.66292,6.47547
2381,jalloa_P1_H,6920.47,1428.87,1653.91,20.01212,14.46782,20.00707
2382,jalpaq_P1,115.425,473.517,285.114,3.97561,2.90565,3.97561
2383,jamdag_P1_charged,2881.63,1553.43,1397.72,10.96888,8.3577,10.96888
2384,jamdek_P1_charged,2882.3,1553.83,1393.72,11.04268,8.404,11.04268
2385,jamlit_P1_charged_H,46.482,824.082,390.169,3.96034,3.60018,3.96034
2386,jamtez_P1,17732.8,2500.32,2751.48,12.11655,5.07762,12.1164
2387,janqoi_P1_H,1209.63,1773.57,1550.86,6.25173,3.19306,6.19862
2388,japnoh_P1,823.205,1728.33,1681.39,7.47473,4.74934,7.45854
2389,jarkog_P1,1024.24,2077.01,1788.84,6.27408,3.59002,6.25547
2390,jasnat_P1,239.774,1465.55,1173.57,4.78374,3.98828,4.76573
2391,jasnex01_P1_H,401.078,1836.72,1688.3,6.18513,4.79063,6.18513
2392,jatpaz_P1_H,3034.64,1894.19,1443.74,8.839,6.11084,8.839
2394,jatyow_P1,5110.68,1882.04,3268.3,12.29725,8.21571,12.28245
2395,jatyuc_P1,474.203,1293.03,1129.42,6.91003,4.92206,6.89551
2397,jawsin_P1,392.171,1477.29,1254.21,6.60846,5.17197,6.60846
2398,jaxnuu_P1,95.691,1082.38,687.079,4.5256,3.87709,4.5256
2399,jaxzug_P1,484.05,2154.76,2078.21,7.03611,4.21421,7.02985
2400,jayxal_P1_charged_H,966.53,2462.67,2449.29,5.9825,4.52192,5.95368
2401,jazfoj_P1,2981.95,1988.41,2171.83,9.18043,6.59893,9.18043
2402,jazgaw_P1,3014.8,1913.33,1434.3,8.71455,6.26854,8.71455
2403,jazkii_P1,971.329,2990.14,3781.84,6.95156,4.82656,6.92041
2404,jeddii_P1,1129.74,1798.29,1483.92,7.43847,3.78401,7.43746
2405,jedjuy_P1_H,89.5032,972.963,540.628,4.76642,3.85743,4.76642
2406,jedvew_P1,1642.65,2613.87,2919.17,7.77107,6.16806,7.69976
2407,jedvia_P1,1281.73,2339.58,4412.78,11.69705,11.60692,11.69705
2408,jefwuq_P1_H,485.701,614.984,195.213,4.55583,2.86073,4.36841
2409,jegcaa01_P1,1001.65,874.892,586.658,5.68884,4.08143,5.68794
2410,jehbac_P1_charged,3468.3,2360.9,3650.36,9.76445,9.51599,9.76361
2411,jehbeg_P1,5169.49,1642.15,4776.66,26.0971,25.12526,26.0971
2412,jehjue_P1,2578.88,1737.91,1677.41,9.3135,6.90809,9.3135
2414,jejwol_P1_H,1429.07,2390.79,3074.26,9.41403,5.62036,9.41403
2416,jejyuv_P1,118.866,574.346,373.367,4.6971,4.33895,4.69491
2417,jejzac_P1,124.586,584.37,394.622,4.85304,4.49012,4.84559
2418,jemnar_P1,147.379,1200.82,828.392,5.06419,3.17698,5.06419
2419,jempez_P1_charged,309.716,1860.26,1569.42,5.50872,4.20302,5.50872
2421,jenkix_P1,2896.67,1360.07,1345.2,9.92059,7.48583,9.92059
2422,jenqay_P1_H,4756.06,1780.79,2251.01,11.76718,6.42324,11.76718
2423,jenqec_P1_H,4559.4,1776.52,2157.93,11.2069,6.12088,11.2069
2424,jenqig_P1_H,5595.81,2089.73,2648.46,9.39129,5.4287,9.39129
2425,jenqom_P1_H,4601.1,1744.09,2177.67,11.90908,6.77291,11.72506
2426,jenrom_P1,1413.82,1942.04,2701.86,10.54929,7.72853,10.54231
2427,jepwin01_P1,778.612,1906.8,1531.7,5.8654,4.29537,5.8654
2428,jetvow_P1,407.336,1482.02,2039.22,16.33465,16.24962,16.33465
2429,jetvuc_P1,411.499,1493.74,2060.06,16.26687,16.18112,16.26687
2430,jewxer_P1_H,673.583,2159.35,1911.87,6.90233,4.61372,6.8599
2432,jezlae_P1,115.642,1055.25,813.025,4.55472,3.42972,4.55472
2433,jicjaj_P1_H,21.7228,336.277,117.532,3.26089,2.84987,3.26089
2434,jicjen_P1_H,18.7219,289.469,101.776,3.29766,2.85069,3.18462
2436,jidbac_P1_charged_H,2254.76,1675.61,1097.69,7.12201,3.97727,7.08703
2437,jidbeg_P1_charged_H,2283.73,1706.57,1103.24,7.0626,4.07437,6.90253
2438,jidkit_P1,640.636,2975.02,3230.58,5.68035,4.15003,5.64055
2439,jidyih_P1_charged,436.737,823.212,514.187,4.35998,3.43786,4.35998
2442,jifgir_P1,501.208,1128.59,793.059,5.11349,2.85708,5.11349
2443,jifgox_P1,502.209,1110.33,747.533,4.24093,2.86334,4.22413
2446,jijtoo_P1_H,1201.71,1970.25,1667.05,6.27638,5.00761,5.68091
2447,jikjiz_P1,1255.11,2004.74,1741.13,6.35154,5.04751,6.03183
2448,jiqvah_P1,64.2137,271.456,144.309,3.79595,2.86007,3.78684
2449,jismeg_P1,479.668,2295.59,1856.84,6.73923,6.01219,6.73581
2450,jismuw_P1,850.552,1963.22,1941.42,6.69929,5.04149,6.54693
2451,jisqek_P1_charged_H,546.779,599.362,385.479,4.76281,3.32414,4.75736
2454,jitpos_P1_charged_H,864.059,1291.8,877.011,5.87048,4.83375,5.87048
2456,jiwkuw_P1_H,588.588,1085.24,716.05,5.26558,3.37197,5.26558
2457,jixbuq_P1_charged,4550.44,1975.57,2740.33,10.88288,9.06404,10.87952
2458,jiybeb_P1_H,520.303,1176.37,868.187,5.94199,4.76332,5.94199
2459,jiypep_P1,142.217,888.547,599.405,4.77475,3.38214,4.77475
2460,jiypit_P1,110.304,660.848,342.094,4.65843,3.66347,4.65843
2461,jiysui_P1_H,1897.28,1260.02,1064.38,5.47928,4.58208,5.47928
2462,jiytap_P1,139.765,871.084,588.077,4.76524,3.42014,4.76524
2463,jizjin_P1,644.976,1365.74,1295.88,10.26924,9.82936,10.25881
2464,jizjot_P1,569.924,1223.77,1145.08,10.26038,9.65672,10.26038
2465,jizjuz_P1,583.059,1257.36,1171.48,10.30861,9.87262,10.287
2466,jizwew_P1_H,202.603,1543.25,1431.08,5.73929,5.03608,5.63681
2467,jizwia_P1_H,199.698,1542.33,1410.56,5.32896,4.92145,5.32508
2468,jizwog_P1_H,394.396,1503.85,1392.89,5.26183,4.66508,5.219
2469,jocgeq_P1,586.605,1175.37,1013.02,5.00993,3.54526,4.80717
2470,jocnat_P1,654.524,832.706,566.245,5.74451,4.06169,5.74324
2471,jodfoz01_P1,211.174,765.603,626.573,4.46593,3.01426,4.46593
2472,jodfoz_P1,237.435,848.729,704.493,4.68452,3.19919,4.68164
2473,jodgiu_P1,1137.49,1741.02,1880.51,9.1487,5.98977,8.05941
2474,jofceo_P1,2805.36,1364.0,1349.4,9.63464,3.66008,9.62559
2476,jofkia01_P1,393.513,1103.73,634.067,6.73609,5.09054,6.73529
2477,jofkia_P1,402.03,1119.92,647.79,6.76662,5.14173,6.76662
2478,jofluo_P1,745.303,1484.94,1207.12,6.52061,4.74551,6.23554
2481,joghul_P1_H,1086.21,935.877,641.762,5.19556,2.97765,5.19556
2485,johdoc_P1,8710.95,1815.55,2816.11,12.29121,8.99691,11.85167
2486,johdui_P1,8879.33,1772.96,2870.54,12.6169,9.50569,12.6169
2487,johfaq_P1,9055.95,1766.88,2927.64,12.7141,9.61375,12.7141
2488,jokfat_P1,313.294,1107.22,828.205,6.02392,5.75806,6.02392
2489,jokjif_P1,196.723,822.875,544.958,4.7834,3.74703,4.7834
2490,jokjur_P1,355.725,724.384,451.762,4.47169,3.87692,4.46488
2491,jolzao01_P1,867.531,1509.66,1088.64,7.31809,6.03353,7.31809
2492,jolzao_P1,782.642,1470.17,982.116,7.04352,5.87738,7.01715
2493,jolziw01_P1,581.587,1884.99,1459.63,6.81362,4.32564,6.42616
2494,jolziw_P1,1096.62,1825.37,1376.11,6.8163,4.23392,6.81319
2495,jomxob_P1,862.649,1092.62,634.804,5.36965,3.23419,5.36965
2496,jomzix_P1_H,4459.32,1790.97,2505.77,22.28733,20.22033,22.28733
2501,joqsoz_P1_charged,542.56,1618.77,1193.29,5.48007,4.11909,5.25528
2503,jorlej_P1,3949.15,1857.85,1937.65,9.51378,4.6913,9.51378
2504,jorqak_P1_H,2232.94,2480.65,2569.94,11.42,5.16165,10.98656
2505,joryum_P1,566.451,519.648,410.099,3.99189,3.01292,3.99189
2506,josnag01_P1,52.9188,666.988,407.395,3.76585,3.03095,3.76327
2507,josnag_P1,52.5771,665.934,404.764,3.73334,3.03829,3.7297
2508,jotdee_P1_charged_H,318.434,934.297,1004.36,6.22062,3.08168,6.22062
2509,jotxau_P1,247.841,2112.41,2063.61,6.33353,3.55154,6.08053
2511,joxmug_P1,1016.42,1490.67,1147.51,5.60292,4.52135,5.60292
2512,joxnan_P1,1958.47,2575.91,1784.99,6.36969,5.03456,6.36969
2514,joykuf_P1,319.124,1107.23,994.111,10.74173,10.57976,10.74173
2515,joztie_P1_charged,1716.05,1745.71,1113.19,7.4136,5.14113,7.4136
