,Filename,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,Largest Included Sphere,Largest Free Sphere,Included Sphere Along Free Sphere Path
500,cacmig_P1,904.977,1398.06,1257.22,7.19048,5.38796,7.18062
501,cadcod_P1,396.095,827.702,662.887,4.83619,3.4162,4.76321
503,cadyoz_P1,866.937,1587.34,1638.52,13.17672,12.06461,13.01684
504,cadyuf_P1,848.073,1613.42,1602.86,12.77967,11.54311,12.75526
506,cagsag_P1_H,1115.49,1755.37,1616.78,8.85312,4.52457,7.33304
517,calhik_P1,163.091,868.059,491.852,6.01534,5.33811,6.01534
519,canyib_P1,1201.89,2271.94,2054.84,7.80322,7.25644,7.80026
520,capyif_P1,314.698,741.533,516.984,6.18337,3.79367,6.1752
521,capyol_P1,288.705,690.257,472.451,5.95162,3.59719,5.94045
522,caqhou_P1_H,201.909,1534.13,817.053,4.82753,3.9886,4.74141
537,carduy_P1,523.119,1109.94,759.378,4.14306,3.21381,4.14306
538,carfej_P1_charged,155.267,903.757,495.982,4.57165,3.21609,4.57165
540,cavfen01_P1_H,224.666,504.973,335.046,4.41527,3.05521,4.16353
541,cavfen_P1,236.191,522.269,352.234,4.16693,3.10226,4.1641
542,cavgak_P1,198.691,451.491,297.395,4.07965,2.97154,4.0285
544,cavmod_P1_H,1694.44,1677.74,1631.09,7.17129,3.8088,7.14971
545,cavrau_P1,1553.23,2066.98,2079.27,8.03793,6.39206,8.03699
546,cavrey_P1,1695.69,2235.1,2177.07,7.18071,5.30054,7.14813
548,cavsup_P1_H,181.502,1249.4,870.088,5.50374,4.82956,5.50374
549,cavtaw_P1_H,62.7692,484.723,300.905,3.58065,2.83144,3.57676
550,cavwoo_P1,484.957,1655.36,941.77,5.20178,4.40191,5.1481
551,cavxop_P1,100.601,1352.87,853.487,4.38265,2.88752,4.37084
552,cawdou_P1_charged,661.624,1767.94,1582.47,5.49299,3.86302,5.47203
553,cawgaj_P1,400.71,1129.81,515.088,5.01957,2.9175,5.01633
554,caxvii_P1,690.32,1697.85,1510.56,11.60467,10.81127,11.60338
555,caxvoo_P1,692.232,1697.65,1514.75,11.61808,10.81591,11.60916
556,caxvuu_P1,720.442,1808.51,1303.65,8.10341,7.5398,8.1005
557,caxwab_P1,750.57,1880.62,1358.16,8.31454,7.69039,8.30426
558,caxwef_P1,750.356,1879.21,1357.78,8.05958,7.52267,8.05958
559,caxwij_P1,758.537,1897.17,1372.58,8.03062,7.42381,8.02969
560,caxzos_P1,4443.47,1714.9,1836.51,9.21875,5.5593,8.32553
561,cayden_P1,111.91,935.532,620.042,5.04608,4.89052,5.04608
562,caydir_P1,116.07,962.212,643.091,5.11412,4.93798,5.11412
563,caydox01_P1,115.364,947.708,639.177,5.17926,5.02751,5.17926
564,caydox02_P1,117.383,970.138,650.363,5.16234,5.00326,5.16234
565,caydox03_P1,119.271,980.005,660.826,5.17901,5.02406,5.17901
566,caydox04_P1,119.874,983.963,664.165,5.15238,5.00377,5.15238
567,caydox05_P1,114.07,945.755,632.007,5.07682,4.91671,5.07682
568,caydox06_P1,117.532,960.048,651.19,5.18079,5.0109,5.18079
569,caydox_P1,118.349,977.102,655.719,5.14892,4.98559,5.14892
570,caygiu_P1,112.706,928.931,624.454,5.14843,5.00311,5.14843
571,caznic_P1_charged,332.596,1489.77,1225.46,6.14879,4.48935,5.99363
572,caznoi_P1_charged_H,1784.05,2490.56,3600.42,9.89818,6.54329,9.80409
576,cecvai_P1_H,2935.49,2616.37,3079.52,8.49579,6.02536,8.49579
578,cehkot_P1,323.135,1356.4,1142.58,3.95143,3.15119,3.94819
579,cehlad_P1_H,1591.41,1675.3,1413.19,6.07522,3.89639,5.87953
581,cehyuk_P1,988.427,2361.64,3885.56,9.41151,7.34043,9.41151
582,cejbea_P1,339.508,921.943,585.3,7.33038,5.85474,7.1866
583,cekhil_P1,918.828,2800.23,4190.16,8.45334,6.47565,8.44949
588,celnuf_P1_charged,279.818,907.651,417.755,5.02471,3.71489,5.01565
591,celzuq_P1_H,688.51,1428.97,1251.32,6.05129,3.65081,5.98307
592,cenqap_P1_charged,3396.99,1562.19,2471.36,15.21239,13.05982,15.21239
594,cespau_P1,620.834,1888.6,1696.82,6.21707,3.99149,5.91871
595,cesqup_P1,937.355,1674.86,1489.6,6.58536,3.67072,6.58536
597,cesyef_P1,31.8706,464.966,208.645,3.28814,2.88315,3.28814
598,cetfox_P1_H,287.936,1637.07,1145.47,5.71635,5.05783,5.70986
599,cetfud_P1,106.181,1144.02,766.356,4.68679,3.5402,4.68679
600,cetheq_P1,886.604,1518.73,1113.15,7.95727,4.26732,7.95727
601,cetjan_P1_H,774.687,1679.23,1594.13,5.90298,3.82409,5.88477
602,cetkuk_P1_charged,1065.18,1824.08,1762.84,9.29564,8.57458,9.29563
603,cetlar_P1_charged,1466.82,1880.99,2079.61,10.29579,9.84531,10.28972
604,cettut_P1,1002.67,880.4,734.405,7.32585,5.75588,7.31147
605,cetvaa_P1,214.143,679.745,527.629,4.41548,3.30036,4.25984
607,cewsop_P1,181.385,830.019,597.866,6.66431,3.40402,6.66431
608,ceyput01_P1,113.29,1382.16,1125.3,5.3037,3.76652,5.29403
609,ceyput02_P1,115.513,1386.52,1147.39,5.37516,3.8357,5.28626
610,ceyput_P1,118.037,1414.79,1172.46,5.35866,3.84973,5.35866
611,cezfiy_P1,1033.34,1365.31,1147.39,5.32855,3.72631,5.31841
612,cezzen_P1,310.516,977.899,483.542,5.01197,4.71893,5.01197
613,cibcuo_P1_H,2909.36,1402.71,1079.43,6.83374,2.90394,6.83112
614,cibtit_P1_H,878.4,2345.53,2088.89,6.11885,4.35787,5.8319
615,cicdea_P1,451.001,1268.4,965.373,6.25907,3.72584,6.25907
616,cidcaw_P1_H,589.157,1294.6,842.59,6.69799,3.4283,6.69799
617,cidnim_P1_charged_H,1332.7,2305.98,2489.84,6.433,3.85132,6.43299
618,ciflah_P1_charged_H,16112.4,2191.73,3154.01,12.98167,4.82268,12.97405
619,cifmip_P1,1310.52,1762.34,1408.99,7.12759,4.35844,7.07559
621,cigyup_P1,345.591,1491.65,1257.66,5.77659,4.35483,5.34379
622,cijbab_P1_H,434.382,794.192,546.496,4.38885,3.17628,4.38405
623,cijbee_P1,1247.47,2042.29,1638.66,6.7857,4.74475,6.74709
625,cijbij_P1,415.654,746.245,506.004,5.4261,3.35129,5.4261
626,cijlit_P1_charged_H,2444.82,2439.88,2890.82,8.85552,5.98295,8.7181
628,cilkoz_P1,241.304,969.367,671.352,4.45481,3.52961,4.43589
629,cimtav_P1_charged_H,2263.54,1189.41,1068.28,7.40007,4.39745,7.40007
630,cimtez_P1_charged_H,2429.23,1299.42,1193.18,8.49303,5.75278,8.48823
632,ciqhes_P1,895.196,2364.7,1900.37,5.26336,3.76214,5.20384
633,ciqhiw_P1,2091.95,2588.95,2220.45,5.23895,4.53371,5.23895
634,ciqhoc_P1,1608.09,2265.72,1967.81,4.85935,4.22338,4.85935
635,cirbox_P1,732.797,2154.54,2176.84,5.81443,4.35797,5.29493
636,cirbud_P1,726.874,2070.24,2057.63,6.06406,4.31156,5.91578
637,cirred_P1,7863.4,2163.23,3062.43,10.00293,7.94171,9.97879
638,cirtut_P1,188.789,1151.9,585.477,6.21508,5.37648,6.21464
641,cisxej_P1,1013.82,1039.43,884.984,8.40281,5.25443,8.32688
645,civteh_P1,834.082,1429.58,1189.28,5.36543,3.53705,5.36543
647,ciwrac_P1,3941.83,2297.26,1875.34,8.13241,7.66839,8.10892
648,ciwreg_P1,4012.18,2350.67,1908.81,8.13197,7.31788,8.11399
649,ciwrik_P1,4029.82,2360.96,1917.2,8.18288,7.41537,8.15939
650,ciwruw_P1,3909.85,2296.64,1860.12,8.28344,7.80713,8.25842
651,ciwyud_P1_H,190.587,1503.47,1030.25,5.93204,4.57125,5.92669
652,ciwzep_P1_H,1415.7,1322.78,1135.88,6.71745,5.37343,6.71745
653,ciwzit_P1,1453.54,1335.81,1066.34,6.79108,5.48051,6.78899
654,cixbuh_P1,3976.38,2321.12,1891.78,8.16016,7.52383,8.14435
658,cocdac_P1_charged,588.784,1494.24,1250.06,7.1831,5.75072,7.1831
659,cocdeg_P1_charged,602.001,1485.48,1278.12,7.35852,5.72655,7.35852
660,cocmaj_P1_H,2004.48,1936.66,1697.98,5.70058,4.48093,5.70058
661,codpix_P1,679.28,1709.16,1456.98,11.23867,10.01446,11.23867
662,codpod_P1,678.619,1723.32,1455.56,11.22123,9.98061,11.10992
663,codqaq_P1,678.55,1723.17,1455.41,11.22603,9.98617,11.115
664,codqeu_P1,678.49,1722.98,1455.28,11.22532,9.98555,11.11432
667,codsof_P1,140.879,500.051,347.931,4.21474,3.13829,4.1667
669,cognao_P1_H,2409.62,2004.44,1678.28,5.98569,4.70156,5.96041
670,cogweb_P1,872.357,2243.3,2432.98,6.37322,5.6552,6.31106
672,cojmof01_P1,2601.64,2140.89,2474.59,8.31402,7.94315,8.31402
673,cojmof_P1,2603.98,2142.81,2476.81,8.29761,7.94447,8.29761
675,cokdai_P1,281.959,1068.78,784.831,4.0961,3.40356,4.0892
676,cokmew_P1_charged,673.591,1675.0,1473.95,11.49618,10.90273,11.49454
677,cokmia_P1_charged,669.509,1683.71,1436.02,11.45748,10.75448,11.4571
678,cokmog_P1_charged,607.929,1676.67,1266.48,11.40313,10.64671,11.37912
679,cokmum_P1_charged,713.186,1686.85,1569.91,11.79097,10.95857,11.79097
680,coknat_P1_charged,687.699,1739.32,1416.4,11.60308,10.75715,11.60286
681,coknib01_P1,604.688,1663.3,1259.73,11.37966,10.6074,11.37966
682,coknib02_P1,598.679,1647.96,1247.21,11.30859,10.54605,11.30859
683,coknib03_P1,604.334,1653.43,1258.99,11.42163,10.70034,11.42163
684,coknib_P1_charged,599.448,1652.36,1248.81,11.38523,10.64505,11.38461
685,coknoh01_P1,690.375,1702.13,1510.68,11.61867,10.85764,11.61738
686,coknoh_P1_charged,673.09,1665.53,1472.86,11.60116,11.00331,11.60116
687,coknun01_P1,716.732,1697.32,1577.72,11.77596,11.06125,11.77419
688,coknun02_P1,717.84,1700.1,1580.15,11.88903,11.0735,11.88871
689,coknun03_P1,717.699,1701.3,1579.84,11.77017,11.05143,11.76866
690,coknun_P1_charged,717.435,1695.12,1579.26,11.78805,10.96826,11.78805
691,cokpez_P1_charged,684.308,1718.21,1886.58,11.53303,10.69952,11.53301
692,cokpid_P1_charged,606.816,1510.7,1031.06,7.51548,6.09305,7.51116
693,cokpoj_P1_charged,601.323,1514.49,1005.95,7.51479,5.16652,7.51479
694,cokpup_P1_charged,576.29,1462.88,933.919,7.21256,5.0643,7.20526
695,cokqaw_P1_charged_H,593.093,1626.35,1235.58,11.33355,10.63165,11.33325
696,cokqea_P1_charged,596.236,1495.62,997.439,7.12027,5.44366,7.12018
697,cokqie_P1_charged,677.964,1673.09,1483.52,11.52089,11.05538,11.51939
698,cokqok_P1_charged,683.1,1725.61,1406.93,11.69139,10.88298,11.69139
699,cokrur_P1_H,8166.83,2064.42,2268.87,8.84098,5.51933,8.66419
700,comzah_P1,660.958,1107.61,933.711,5.00277,3.2825,4.99658
701,copxov_P1,854.889,584.615,464.93,5.46684,3.72206,5.46684
702,coqgas_P1,683.16,1262.11,1106.48,7.55288,6.66056,7.53462
703,coqkeb_P1_charged,139.063,500.882,370.447,5.58221,3.97263,5.58221
704,coqtej_P1_H,1211.1,1991.1,2267.19,7.47009,6.6264,7.47009
705,coqyuf_P1_H,1090.87,1859.93,1805.16,6.35476,5.28481,6.33958
706,corzoa_P1,5429.23,2585.13,3471.21,11.06918,6.46655,11.06918
707,cosmii_P1,1401.22,1160.79,926.229,8.74899,7.45631,8.74899
708,cosyer_P1_H,431.162,1272.24,1028.83,5.0229,3.91437,4.97462
709,cosyiv_P1,427.894,1263.66,1021.04,5.03071,3.93378,4.9683
711,cotxuh_P1,504.074,1274.19,996.526,6.21931,5.28858,6.21931
712,cotyiv_P1_charged,4935.25,1556.74,1386.52,7.12678,5.20279,7.11105
713,covjaa_P1,266.459,520.796,358.293,4.51322,2.91468,4.51322
714,covjab_P1_H,392.083,1157.28,507.832,5.60217,3.11553,5.59295
716,covnot_P1,590.949,994.071,743.998,5.33961,3.21205,5.33961
717,cowmad_P1_H,276.393,1354.62,891.477,4.79255,2.94089,4.77254
718,cowmeh_P1_H,276.253,1348.52,897.903,4.81725,3.01263,4.81725
719,cowmil_P1_H,270.364,1333.02,867.516,4.73322,2.93441,4.73018
720,cowmor_P1_H,270.8,1336.32,864.622,4.72015,3.00633,4.70665
721,cowmux_P1_H,264.17,1311.39,840.469,4.70998,3.01363,4.69673
722,cowpou_P1,482.071,1136.06,914.726,5.28843,5.041,5.28843
730,cowxoc_P1_H,979.668,1031.76,785.696,5.83506,2.91333,5.68407
732,coxqub_P1,108.473,386.128,208.473,3.93112,2.84153,3.93112
733,coycez_P1,987.735,2083.73,1755.01,6.26012,4.14031,6.24871
734,coycid_P1,1122.45,1986.03,2090.72,9.56498,6.50952,9.47537
735,coyjil_P1,93.354,599.297,384.266,4.59563,3.32047,4.4905
739,cubcag_P1,1000.97,1364.41,1233.52,8.97696,7.10093,8.96344
740,cubzil_P1,383.135,692.573,458.853,4.9058,4.81736,4.89923
741,cubzor_P1,400.152,697.036,419.849,5.09758,5.00076,5.09757
742,cucfox_P1_charged_H,2122.09,2343.66,2774.22,8.59424,4.16708,8.51357
743,cudbip_P1,1902.49,1694.96,1791.79,9.02749,6.4828,8.98416
744,cudpoi_P1_charged,1620.2,2057.12,1846.51,7.77332,3.76847,7.77332
745,cudpuo_P1_charged,1614.43,2052.21,1839.94,7.59473,3.74803,7.58095
746,cudqav_P1_charged,1593.39,2075.1,1815.95,7.06893,3.68703,7.04273
747,cudqez_P1_charged,1582.11,2059.11,1803.1,7.1625,3.76616,7.11299
748,cufgiv_P1,2684.49,1787.82,1504.94,5.59775,4.48493,5.55944
749,cugdit_P1,1004.72,1190.75,1124.72,5.92157,4.86886,5.83289
750,cugfan01_P1,49.5088,551.065,383.724,3.73487,3.03517,3.73487
751,cugfan_P1,67.8312,731.009,525.734,4.06955,2.91731,4.06955
752,cugfiv_P1,62.7989,688.011,489.052,3.9929,3.04393,3.9929
753,cugfob_P1,66.4165,694.292,459.192,3.89377,3.09606,3.89377
754,cugfuh_P1,54.7096,597.143,435.757,3.69814,3.03442,3.69814
756,cuhloj_P1,111.327,1370.96,1105.81,5.26857,3.7524,5.26857
759,cumdiy_P1_charged,60.7176,896.995,445.88,5.05781,4.25829,5.05781
760,cumjeb_P1,443.024,1021.08,508.371,5.10711,4.11246,5.10711
761,cumlut_P1,220.373,1263.87,864.828,4.65312,3.60285,4.63692
763,cuncog_P1,1076.01,1983.46,1643.4,5.75323,4.79184,5.75323
764,cunfoh01_P1,1082.08,1922.46,1163.28,8.64942,5.75591,8.64942
766,cunweo_P1,482.795,1383.77,1123.7,7.09535,6.47903,7.07912
767,cupseo_P1_H,510.469,1459.3,1112.05,9.14262,7.86929,9.14262
768,cuqrir_P1,599.492,1694.7,1531.68,5.69204,4.57463,5.69204
769,cuqrox_P1,588.94,1679.61,1499.69,5.44132,4.56825,5.41816
770,cuqrud_P1,856.922,2386.75,2419.82,5.86918,4.59668,5.86168
771,curboh_P1,3262.34,1961.86,1552.07,9.50174,4.72212,9.50174
774,cutbea_P1_H,463.139,738.621,537.671,4.73808,4.38106,4.73808
775,cutbok_P1_H,523.217,840.935,600.965,5.61741,4.48514,5.61741
776,cutfut_P1_charged,3106.86,1729.32,1735.01,6.4655,4.48842,6.46149
778,cuvheh_P1_H,1189.26,886.045,445.923,8.67565,4.91514,8.67565
779,cuvhil02_P1_H,1159.98,863.545,434.944,8.47832,4.31925,8.47832
780,cuvhil_P1_H,1145.58,853.502,429.544,8.7525,4.37654,8.7525
781,cuvtuj_P1,661.351,1667.73,1418.52,11.50152,10.88098,11.49965
784,cuwnoz_P1_charged,988.933,1615.14,1419.89,5.62994,3.20436,5.62994
786,cuwwuo_P1,1025.84,1780.34,1353.99,5.50421,4.08674,5.50421
788,cuwxid_P1_H,1040.69,1785.29,1415.83,6.1177,4.01268,5.82216
789,cuwxoj_P1_H,788.021,1485.32,1054.9,4.59696,3.52692,4.59696
790,cuwyaw_P1_H,1092.0,2008.36,1649.87,6.16088,3.94178,6.16088
792,cuwyok_P1_H,717.188,1373.54,965.267,4.73297,3.45027,4.73297
793,cuwyuq_P1_H,832.475,1590.47,1142.92,4.74903,3.37729,4.74725
794,cuwzax_P1_H,296.731,541.127,347.682,4.43079,3.11332,4.43079
795,cuwzeb_P1_H,540.903,1054.39,711.444,4.52005,2.95262,4.3753
796,cuwzif_P1_H,491.39,1697.73,1322.68,5.70139,3.91334,5.6992
797,cuyhio_P1,110.959,498.842,379.849,3.56952,3.13341,3.55467
799,cuywup_P1,1130.58,2169.82,2194.41,7.47718,4.57846,7.46482
800,dabdap_P1,1728.4,1085.4,441.969,8.04943,5.30184,8.04943
803,dacdiy_P1_charged_H,1055.75,1542.28,1231.18,5.25325,4.07781,4.9576
805,dacxov_P1,148.002,978.126,674.812,5.17401,3.25604,5.17401
806,dacxub_P1,144.057,963.604,650.904,5.15965,3.22682,5.15642
807,dacyai_P1,152.82,1000.43,682.198,5.20878,3.30064,5.19692
808,dafjus_P1_charged,936.259,2495.94,3154.82,8.75162,4.57902,8.75162
809,daftiq_P1,279.407,1601.23,1273.72,4.77011,3.6351,4.46397
810,dafzao_P1,987.066,2519.27,3015.86,8.8603,4.59038,8.8603
812,dahleh_P1,463.357,1365.76,1228.03,8.57686,8.43408,8.57444
813,dahlil_P1,407.014,1226.5,1040.18,7.21273,7.04846,7.21273
814,dajhom_P1_H,311.491,1116.92,858.38,5.01623,3.48886,5.01179
815,dajhus_P1,310.455,841.213,641.643,4.36224,3.19909,4.3436
816,dalcez_P1_charged,275.783,602.179,493.509,4.16797,3.17156,3.80037
818,dalsuh_P1,726.052,1500.87,1003.29,5.33125,3.65705,5.30238
819,daltao_P1,696.982,1424.14,982.113,5.37913,3.67055,5.34945
820,dalviy_P1_H,3583.47,1148.24,837.112,7.59407,4.9606,7.48659
821,damdut_P1,4028.86,2292.4,1916.74,8.31671,7.58192,8.27854
823,damyoi_P1_H,2851.63,2276.11,2583.35,8.40637,6.63583,8.38421
824,damyuo_P1_H,2927.73,2295.96,2660.33,8.43065,6.66732,7.96601
825,damzez_P1,359.722,918.378,620.037,5.14628,4.13045,5.14063
826,danfuw_P1,965.556,807.641,644.157,4.81728,3.69845,4.81182
827,daphou_P1,9681.81,2623.43,3108.38,10.96282,3.96438,10.08283
828,dapvav_P1_charged,2080.62,1882.55,2170.98,10.64835,9.42203,10.64835
829,daqmam_P1,4390.33,1560.55,2332.64,18.02291,10.55724,18.02252
830,daqmer_P1,1323.52,2441.35,3128.01,7.82566,4.31122,7.818
833,darcoq_P1_charged,733.992,2143.9,2130.39,7.17145,4.52398,7.1697
834,dardeh_P1_charged,756.544,2159.62,1963.25,7.43495,4.61334,7.43495
835,dardil_P1_charged,747.563,2157.54,1934.59,7.33279,4.54841,7.33279
836,dardor_P1_charged,728.477,2121.26,1868.23,7.56073,4.51709,7.56073
838,darqof_P1,2352.62,2316.64,2686.33,9.94153,5.13957,9.92179
839,darsev_P1_H,743.916,1978.07,2155.77,9.02363,7.14896,8.96954
840,darvaw_P1,150.609,1477.19,981.448,3.74235,3.26644,3.73494
841,darvie_P1,151.622,1487.13,988.053,3.74074,3.26272,3.72296
842,dasfai_P1,85.8497,996.594,619.777,4.50248,3.55739,4.50216
843,dathaj_P1,209.589,567.872,277.725,4.60016,3.70229,4.60016
844,datmet_P1,506.393,1434.59,1153.26,7.21219,5.5422,7.21219
845,dawbio_P1,161.396,1209.91,861.362,5.36804,4.60368,5.35442
846,dawbou_P1,163.12,1223.42,871.302,5.38651,4.65996,5.37538
847,dawbua_P1,183.308,1312.61,981.74,5.5083,4.41499,5.48365
848,dawcah_P1,182.189,1321.63,976.586,5.48329,4.374,5.48108
849,dawcip_P1,2950.89,2158.63,2095.07,7.06245,5.49224,6.66831
853,daxlex_P1_H,730.354,1520.91,1106.8,5.08029,3.74986,5.06981
854,daxnez_P1_H,706.062,1484.44,1067.82,5.92107,3.42984,5.89462
856,daynie_P1,496.11,2000.32,1827.2,6.25697,4.68062,5.78023
857,dayyin_P1,920.414,1608.06,1435.42,6.74211,4.38331,6.74211
858,dazmea_P1,1094.29,1459.75,1043.6,5.32743,4.25669,5.306
859,dazped_P1,3888.47,2126.26,1650.43,6.98665,5.41095,6.98665
862,decvit_P1_charged,847.788,1730.39,612.384,7.4588,4.3465,7.4588
863,decxob_P1,3768.0,1641.7,1538.98,9.1238,5.5772,9.12341
864,decxuh_P1,3329.33,1456.55,1319.64,7.55756,5.2649,7.54647
865,decyao_P1,3546.53,1541.15,1347.77,8.84957,5.54905,8.84154
866,dedfeb_P1_charged,2228.4,2159.31,3352.36,10.11894,8.57796,9.84294
867,dedgif_P1,1364.88,1455.88,1260.03,6.16803,4.52226,6.16692
868,defcea_P1,577.7,1693.44,1311.13,5.75706,5.58258,5.75706
869,dehbic_P1_H,28.012,492.108,211.724,3.97255,2.97928,3.91874
872,dejrob_P1,620.606,1340.83,1176.54,5.52925,3.56133,5.52925
879,dekyok_P1,227.394,1639.32,1219.98,5.90634,4.81591,5.89969
880,demgah_P1,1439.53,1198.87,996.706,11.17205,8.3756,11.17205
881,denbuw_P1,1397.76,2076.04,2051.83,6.56558,4.84022,5.95946
883,dengah_P1,92.5083,965.914,624.421,4.16651,3.16881,4.16651
884,deqmoe_P1_charged,1712.72,2116.26,2337.71,6.57356,4.83408,6.57271
885,deqvif_P1,424.229,1616.25,1467.26,6.28381,5.12557,6.2826
886,derbio_P1_charged,1730.19,2125.87,2289.68,6.70312,5.01748,6.70312
888,deynig_P1,239.773,632.302,254.703,4.62925,3.71931,4.59173
889,deyvua_P1,1244.37,2936.58,3055.28,5.34688,4.41035,5.3468
891,dezkaw_P1,1455.5,1875.97,1928.01,8.1301,3.73515,8.1301
892,dibjef_P1_H,1123.49,1031.51,568.787,5.60987,4.2209,4.76127
893,dibpah_P1_H,643.676,1882.05,1569.07,5.70136,3.62358,5.70136
894,dibqiq_P1_H,2082.94,2292.53,2676.32,7.87783,6.15343,7.87064
895,dibqow_P1_H,2220.57,2389.17,3051.38,8.63174,8.01611,8.62728
897,dicves_P1_H,670.695,1873.11,1632.83,6.33441,3.59662,6.33441
898,didbav_P1,1114.06,1704.48,1841.79,9.29395,5.72933,7.93038
899,didbez_P1,1116.79,1715.28,1846.29,9.18325,5.93647,7.98578
900,didbid_P1,1135.55,1737.07,1877.31,9.14672,5.87566,7.97792
901,didboj01_P1,1143.62,1739.75,1890.64,9.16413,5.7733,8.01256
902,didboj_P1,1131.12,1720.75,1869.99,9.15138,5.75133,8.05258
903,diddok_P1,2820.71,2705.36,5144.8,9.59836,8.15887,9.59836
905,dihreu_P1,1837.37,2289.73,2176.81,7.14277,5.69301,7.12887
906,dihriy_P1,1861.72,1937.35,2205.67,10.74821,9.67556,10.73606
907,dimbot_P1_H,11236.8,815.56,1889.72,28.4814,24.95278,28.4814
911,dimqex_P1,3077.53,2730.59,3479.43,7.39529,5.65011,6.63224
914,dirpol_P1,4269.59,2096.26,2422.79,8.95577,6.23874,8.9246
916,disciu_P1,2976.59,1973.51,2167.92,9.43566,6.70909,9.37303
917,ditteh_P1,936.002,1803.74,1478.51,5.50793,4.07205,5.30342
918,dixgic_P1_H,1670.43,1706.59,1590.46,7.99196,4.57191,7.98804
919,dixjif_P1,317.532,994.424,716.428,5.42065,3.59731,5.42065
920,dixkol_P1_H,186.202,1465.26,1002.92,6.9971,4.7152,6.9971
921,diytem_P1,774.644,1793.01,1379.6,5.54342,3.85621,5.5369
923,dizdat_P1,505.112,1243.49,707.371,5.73784,4.25533,5.73784
924,dizqel_P1_charged,3283.99,1828.61,3196.22,12.77575,11.59203,12.77574
926,dodjoy_P1,348.097,1338.23,1225.7,6.29555,4.1366,6.29555
927,dofhis_P1,1351.05,1387.21,1226.51,5.77123,4.18747,5.77123
928,dogmet_P1_charged_H,247.61,846.722,468.038,4.99101,3.50509,4.88501
929,dogzij_P1,116.212,1121.65,928.899,5.26678,3.35922,5.26678
930,dohyij01_P1,74.304,433.99,204.237,3.73541,3.32832,3.64748
931,dohyij_P1,64.3993,376.497,177.012,3.65597,3.118,3.6324
932,dojpok01_P1_charged,1075.14,2550.5,3198.1,6.11173,4.50604,5.57711
933,dokdal_P1,659.841,2135.68,2194.2,6.94088,4.09581,6.91609
934,dokden_P1_H,2968.74,2039.43,2847.2,15.13132,13.44156,15.12483
935,dokhob_P1_H,168.192,660.107,488.162,5.80221,2.95923,5.78465
937,domdal_P1,4604.8,1215.73,1561.68,17.62092,13.42981,17.62092
938,domkex_P1,117.019,638.768,497.275,5.79906,5.20244,5.74892
939,domrop_P1,834.048,1444.61,1298.95,5.66357,3.54874,5.66
940,donkic_P1_H,640.115,1075.0,841.563,4.93494,3.94728,4.87485
941,donkoi_P1_H,646.643,1085.96,850.681,4.99049,3.99313,4.96978
943,donxub_P1,394.437,686.711,421.489,5.08195,4.10328,5.08195
944,donxuc_P1_charged,125.068,788.515,359.495,5.06357,3.28136,5.06357
945,dopjav_P1_H,843.63,1141.0,782.038,6.33149,4.2766,6.30413
948,doqsaf_P1_charged,1240.95,2008.82,1886.64,7.31017,4.69116,7.31017
949,doqtip_P1,165.115,528.771,364.846,4.29706,2.98525,4.14009
950,doryug_P1,376.19,830.229,614.367,4.30529,3.70581,4.146
956,doxgab_P1,315.273,650.256,530.992,5.61191,3.31567,5.35595
958,doyhoq_P1_charged_H,760.228,2433.8,2410.38,6.79975,4.05454,5.36842
959,doyhuw_P1_charged,1085.35,2576.71,2564.75,6.66818,4.20587,5.29312
961,dozkio_P1_H,457.377,2523.17,2252.87,5.5356,4.16529,5.38782
962,dudmex_P1,474.553,715.029,471.448,7.70823,4.40511,7.70823
963,dudxos_P1_H,316.669,1683.05,1450.47,5.99381,4.42297,5.96222
965,duhsil_P1,3493.38,1788.88,1932.61,12.51721,5.6522,12.51721
966,dujdap_P1,519.501,1586.85,1546.29,7.30558,5.99607,7.15647
967,dujrad_P1,256.273,980.572,610.226,4.54558,3.58406,4.54558
970,duknee_P1_H,698.324,559.43,431.671,4.73188,3.71957,4.56441
971,duknii_P1,594.126,512.892,402.797,5.28968,3.5963,5.27895
972,duknoo_P1,536.114,794.716,601.074,5.61478,4.56576,5.50134
976,dumxeq01_P1,233.096,1237.73,700.876,4.78039,3.84263,4.76546
977,dumxeq_P1,231.038,1229.28,694.689,4.75958,3.82785,4.75958
978,dumxiu_P1,183.629,1010.03,552.138,4.39406,3.66786,4.39093
979,dumxug_P1,219.36,1168.15,659.574,4.69637,3.79204,4.67735
980,dunjon_P1_H,791.431,558.668,186.293,4.68031,2.81977,4.65576
981,dunyiw_P1,6386.29,2054.87,2264.07,7.15604,5.0077,7.15604
982,dunzaq_P1,534.974,674.052,518.866,4.19903,2.83519,4.19903
983,dupver_P1,1431.52,2304.11,2826.35,9.04068,6.46763,9.04068
985,duqnip_P1_H,626.207,2021.96,1628.99,6.48205,4.7353,6.48205
990,durdax_P1,902.611,1787.08,1806.15,6.7119,4.98815,6.7119
991,durdif_P1,568.322,2282.56,2681.25,6.88942,5.30464,6.87784
992,durfee_P1,889.171,1583.67,2029.66,15.71677,15.48999,15.71677
993,dustod_P1,635.216,1800.64,1593.18,6.23437,3.41704,6.23115
994,dusvof_P1,131.535,750.492,588.182,5.78624,3.89368,5.435
996,dutlah_P1,664.797,1063.58,798.236,6.49216,3.21986,6.12361
997,duvnoa_P1_H,201.194,1046.05,395.887,6.24474,5.85757,6.24342
